electricity,sqft,retrofit,temp
1431.368483354684,2326.0,0.0,83.33
1432.0312848431297,2696.0,1.0,78.65
1432.3521342685783,2089.0,1.0,80.99
1433.4754403549923,2250.0,1.0,83.07
1435.9719581714605,2194.0,0.0,79.46
1436.7790055128821,2080.0,0.0,75.0
1437.1549822645604,2327.0,1.0,76.95
1442.7176516074585,2226.0,1.0,82.96
1442.7898087780438,2308.0,1.0,80.17
1445.731975480455,2558.0,0.0,84.83
1446.3991466511304,2197.0,0.0,78.45
1446.6404838112855,2355.0,1.0,78.66
1450.3228384197657,1831.0,0.0,81.91
1450.3679803879204,1900.0,0.0,81.17
1451.2710255552747,2263.0,0.0,81.01
1453.4804669520493,2477.0,1.0,79.86
1453.96990115207,2123.0,0.0,79.15
1455.3052467578113,2854.0,1.0,79.51
1455.967796442204,2540.0,0.0,81.68
1456.904241658245,2360.0,1.0,80.98
1457.096548375315,2112.0,0.0,81.35
1460.6673293326103,2054.0,1.0,79.75
1462.5770200493184,2517.0,1.0,78.52
1462.6865114871603,1849.0,0.0,74.23
1464.076850241668,1895.0,0.0,81.89
1464.753917256014,2567.0,1.0,79.04
1465.8247032739364,2565.0,1.0,78.22
1466.0845604708065,2593.0,1.0,78.06
1466.9176504749173,2194.0,0.0,77.94
1467.2951589343859,2082.0,1.0,78.05
1467.574189181407,2297.0,0.0,80.0
1467.8208322218377,2225.0,1.0,82.87
1468.5006645885555,1871.0,1.0,80.21
1468.6117532842914,2227.0,0.0,77.25
1469.2244736117589,2065.0,0.0,79.68
1474.6946884145443,2196.0,1.0,80.61
1475.4605224448246,2137.0,1.0,78.87
1476.5050912654578,2497.0,0.0,78.8
1476.9047465432502,3013.0,1.0,76.89
1477.108816145696,2357.0,0.0,81.37
1481.867301479876,2327.0,1.0,77.72
1484.0917588191426,2129.0,0.0,83.48
1484.913954330936,2373.0,1.0,79.75
1485.442527149444,2024.0,0.0,79.4
1486.0901449041141,2203.0,0.0,79.42
1487.1497418567437,2007.0,1.0,82.27
1489.2259920250465,2057.0,1.0,78.2
1489.513650743462,2641.0,1.0,82.8
1492.8474347392541,2682.0,0.0,81.02
1493.1225631550465,2143.0,0.0,79.11
1493.234561534954,2074.0,0.0,84.09
1493.2884919957403,2565.0,0.0,80.15
1496.4255369008852,2027.0,0.0,82.41
1500.7625089678552,2661.0,1.0,80.28
1501.0969426168142,2042.0,0.0,77.92
1501.6192442157776,2635.0,1.0,77.71
1502.4792140296238,2276.0,1.0,80.16
1503.0933307878936,2036.0,1.0,77.78
1503.3157132748338,2328.0,1.0,78.66
1506.0667807983873,2586.0,1.0,77.57
1506.1328659063936,2690.0,1.0,81.33
1508.295845096633,2037.0,0.0,82.71
1508.7052729216587,2931.0,1.0,78.22
1509.5038287322718,2313.0,1.0,80.95
1511.5231589763437,2272.0,1.0,81.22
1511.5568453630851,1960.0,1.0,81.38
1512.1535652958223,2327.0,0.0,78.77
1513.0478102241657,2199.0,1.0,81.12
1513.2023365648058,2203.0,1.0,82.31
1515.2793889117177,2275.0,0.0,80.8
1515.9622000696168,1990.0,1.0,77.9
1516.182863072175,2596.0,1.0,78.26
1516.5310331271921,2035.0,0.0,76.82
1518.3193880922,2124.0,1.0,82.27
1519.1620698368497,2570.0,0.0,82.22
1519.8047085453907,2082.0,0.0,77.61
1521.3512459837862,2105.0,0.0,81.56
1521.6995022663748,2007.0,0.0,79.29
1527.2307281041021,1895.0,0.0,82.44
1527.4562339685904,2049.0,1.0,77.56
1527.9938813592878,2279.0,0.0,78.24
1528.24883762616,2498.0,1.0,77.98
1530.1198986591019,2098.0,1.0,78.06
1530.3902030714296,2277.0,0.0,77.72
1531.2020887695082,3168.0,1.0,78.07
1531.2711492936473,2030.0,1.0,83.37
1532.4563671983096,2112.0,0.0,79.03
1533.0697956056677,2578.0,1.0,79.47
1533.361713346868,2276.0,1.0,75.28
1533.393255085366,2033.0,1.0,76.87
1534.6482417706611,2546.0,0.0,75.9
1537.1981573749463,1923.0,1.0,78.52
1538.436601459099,2244.0,0.0,77.81
1540.1181379111172,2282.0,1.0,79.83
1540.2956320448668,2414.0,1.0,78.41
1541.298147963464,2246.0,1.0,79.03
1543.569387618446,2722.0,0.0,77.0
1543.7137549713427,2108.0,1.0,81.45
1544.4558173988735,2130.0,0.0,78.25
1548.378856964622,1956.0,0.0,81.34
1549.5639360821895,2308.0,0.0,79.33
1549.5807277149177,2141.0,1.0,80.52
1550.20915276877,2181.0,0.0,76.56
1553.311155967998,2358.0,1.0,78.62
1553.4532477061846,2535.0,0.0,81.52
1554.1792542545745,2527.0,1.0,82.18
1555.4741225088144,2117.0,0.0,79.96
1556.4097769839364,1949.0,0.0,85.15
1556.855167436236,2440.0,0.0,77.5
1560.2333314044608,2678.0,1.0,77.36
1560.8884008071382,2127.0,0.0,78.19
1565.1027866064203,2344.0,0.0,79.6
1566.6237264805889,2414.0,1.0,76.66
1566.6339414161082,2209.0,1.0,80.47
1566.756171394204,2065.0,1.0,81.26
1570.9941558246717,2573.0,1.0,77.12
1572.3882460573052,2220.0,1.0,79.98
1572.9855810201198,2412.0,0.0,84.59
1574.0731779169164,2489.0,0.0,77.29
1575.535583481371,2167.0,0.0,79.04
1577.9431845273643,2849.0,0.0,76.34
1578.0314954613825,2123.0,0.0,79.88
1578.7704412731314,2639.0,1.0,79.1
1578.8724710793342,2129.0,0.0,81.0
1579.3865596087824,2735.0,1.0,81.38
1580.0258127121715,2334.0,0.0,82.24
1580.7578330931399,2404.0,1.0,80.0
1580.9233530090903,2503.0,0.0,80.74
1583.6963837179433,2322.0,0.0,83.87
1585.0418853672097,2190.0,1.0,78.38
1585.7780006322564,2723.0,1.0,78.73
1586.359892281362,2463.0,1.0,79.56
1587.1799516539877,2424.0,1.0,82.05
1588.9591146217424,2436.0,0.0,77.47
1590.1057299680563,2158.0,0.0,75.64
1590.1928385902088,2318.0,1.0,81.13
1595.0597304893647,2293.0,0.0,81.45
1595.1059550749032,2141.0,1.0,79.87
1595.56834301627,2418.0,1.0,77.86
1595.8351347920868,2170.0,0.0,79.42
1596.11893920196,2305.0,0.0,82.39
1596.9593454229027,2212.0,0.0,75.68
1597.1993372305205,2701.0,1.0,81.17
1597.6801198400728,2613.0,0.0,77.54
1599.005139163953,2262.0,0.0,82.84
1603.284706020721,2177.0,0.0,79.44
1603.4656351684073,2486.0,1.0,78.33
1605.0695801171394,2295.0,0.0,77.41
1605.4857734874277,2355.0,1.0,79.63
1605.9189786619158,2395.0,1.0,78.15
1606.11607998521,2171.0,0.0,78.85
1608.6016702723696,2891.0,1.0,80.82
1609.1018042008575,2271.0,1.0,81.0
1609.143023380063,2533.0,1.0,78.25
1609.253998388804,2351.0,0.0,77.69
1610.6648101586834,2239.0,0.0,78.43
1611.9808541239877,2559.0,0.0,80.38
1612.006934516098,2462.0,1.0,79.51
1612.5731402088152,2537.0,0.0,80.24
1615.0005025551825,2365.0,0.0,79.14
1616.34061081298,2019.0,0.0,78.04
1618.218291066506,2520.0,1.0,81.68
1618.5339959509115,2361.0,0.0,80.87
1620.7008245203112,2361.0,0.0,81.97
1621.9945081896371,2660.0,1.0,78.49
1627.465960652309,2275.0,1.0,79.89
1630.1604430627315,2372.0,0.0,81.07
1630.7438253008306,2631.0,0.0,81.57
1630.8280044801722,2515.0,1.0,79.33
1632.2572223538434,2470.0,1.0,81.4
1632.853675545022,2470.0,0.0,77.11
1637.6215221509772,2292.0,1.0,77.79
1644.3710631119725,2271.0,0.0,78.8
1644.7441887469247,2170.0,0.0,79.81
1645.5660061131036,2389.0,1.0,81.88
1646.24174681877,2222.0,0.0,77.74
1650.0459387552557,2525.0,1.0,78.36
1650.9846885492566,2812.0,0.0,78.58
1651.5382475511867,2607.0,0.0,80.7
1653.4932339099453,2199.0,0.0,79.1
1657.582382870206,2452.0,0.0,79.27
1657.6465669823465,2211.0,1.0,83.56
1657.8942310900957,3059.0,0.0,78.13
1659.581040159529,2365.0,1.0,82.51
1660.6498877064273,2377.0,0.0,79.16
1663.0963010918688,2032.0,0.0,85.17
1664.5927186157069,2117.0,0.0,79.33
1666.2473727075514,2392.0,1.0,80.68
1673.2713716784388,2649.0,0.0,79.12
1673.979980451924,2636.0,1.0,80.71
1674.5548648901847,2326.0,0.0,79.99
1675.3035157012491,2134.0,0.0,77.95
1675.614119218266,2826.0,1.0,81.64
1676.0987280456482,2016.0,0.0,77.09
1682.029464458174,2209.0,1.0,79.03
1682.464078606989,2256.0,1.0,80.37
1683.1008035724983,2599.0,0.0,78.16
1685.641541567703,2235.0,0.0,80.07
1689.4876868697966,2597.0,0.0,78.7
1690.0932246571053,2433.0,0.0,79.94
1691.5603699212547,2454.0,0.0,77.12
1693.7485392650042,2881.0,0.0,79.9
1694.9648391597998,2680.0,1.0,83.57
1701.5136501631257,2415.0,0.0,81.39
1703.8626988173155,2448.0,0.0,79.19
1704.5108389355933,2257.0,0.0,79.86
1708.7543140630323,2909.0,1.0,77.16
1713.2364641399076,2474.0,1.0,78.11
1713.80726021543,2584.0,0.0,83.34
1714.0221857827569,2849.0,1.0,79.4
1714.7944753263873,2027.0,1.0,78.89
1716.1447868881469,2581.0,0.0,80.61
1716.6542014408467,2671.0,1.0,82.51
1719.223258849143,2326.0,1.0,81.95
1720.2020364105133,2355.0,0.0,79.19
1721.007125201327,2170.0,0.0,79.35
1722.8691149430017,2577.0,1.0,80.21
1725.9293022128627,2735.0,0.0,79.09
1727.1521998118985,2016.0,0.0,80.59
1733.3209841922019,2384.0,0.0,78.56
1734.44271883374,2730.0,1.0,78.07
1735.4758415736585,2690.0,1.0,79.62
1736.3065858067287,3051.0,1.0,81.91
1736.6478844197895,1935.0,0.0,76.49
1736.7327593148548,2696.0,0.0,78.62
1738.878947480265,2339.0,0.0,78.72
1740.1729857214123,2585.0,0.0,78.2
1740.8159985931738,2533.0,1.0,83.77
1741.2339124592245,2547.0,1.0,79.99
1741.3129486178696,2185.0,0.0,79.42
1742.5049090540303,2066.0,0.0,79.64
1744.3600314285848,2511.0,0.0,77.15
1745.8356387176193,2260.0,0.0,79.72
1745.9226650312628,2549.0,0.0,78.29
1746.782921188836,2307.0,0.0,77.65
1747.1380715119853,2461.0,0.0,76.07
1749.5731471040253,2711.0,0.0,76.75
1752.9572481434109,2284.0,0.0,81.98
1753.308534846876,2590.0,1.0,79.32
1753.3787218852174,2388.0,0.0,75.78
1754.4252515299643,2288.0,0.0,80.77
1754.6581849746958,2601.0,1.0,81.17
1757.1208557946784,2485.0,0.0,80.39
1759.352411210813,2560.0,0.0,80.59
1759.8518195625988,2316.0,0.0,81.58
1760.030976840151,2893.0,0.0,80.14
1761.1995810328172,2457.0,0.0,79.33
1761.865900788326,2656.0,0.0,78.47
1770.97393573596,2454.0,1.0,79.7
1771.2663771146813,2501.0,1.0,79.87
1773.372408658486,2220.0,0.0,82.84
1774.726721686701,2106.0,0.0,84.38
1775.2892635569826,2305.0,1.0,82.21
1776.818541422551,2570.0,0.0,77.61
1776.898259944328,2534.0,0.0,79.26
1777.9592014624297,2066.0,0.0,76.01
1778.0707457920464,2406.0,0.0,81.23
1778.2114135128907,2561.0,0.0,79.8
1781.3272543239382,2546.0,1.0,78.61
1782.756158520501,2241.0,0.0,77.64
1783.059227486244,2745.0,0.0,78.65
1784.2772503486651,2618.0,1.0,80.88
1793.1300934239107,2615.0,0.0,79.51
1796.794608784148,2362.0,0.0,82.9
1797.2153206515964,2554.0,1.0,81.45
1800.1330978120238,2545.0,1.0,80.47
1801.6839854134719,2512.0,0.0,81.45
1803.8562044921555,2713.0,1.0,83.7
1805.6473438111104,2885.0,1.0,80.63
1806.7143542783592,2205.0,0.0,79.77
1806.730078007824,2571.0,0.0,81.54
1809.9795859602204,2555.0,0.0,81.44
1814.8828261412073,2595.0,1.0,79.46
1824.8268077114014,2518.0,1.0,82.29
1826.156401352226,2329.0,0.0,80.16
1832.9467281744496,2502.0,0.0,82.23
1835.6158863939786,2593.0,1.0,79.04
1835.7374986318855,2813.0,1.0,75.09
1835.8794973425663,2239.0,0.0,82.13
1839.5032463002685,2475.0,0.0,75.84
1840.632023773934,2712.0,0.0,80.49
1840.908672053244,2427.0,0.0,76.58
1841.2102368674855,2625.0,1.0,79.73
1855.9925597944284,2787.0,0.0,80.71
1860.717009089709,2625.0,0.0,80.73
1861.6088753043043,2721.0,0.0,80.35
1867.7137359366764,2345.0,0.0,80.62
1867.8194553261135,2698.0,1.0,82.43
1869.672414696198,2686.0,0.0,77.29
1876.8905945512588,2609.0,1.0,80.82
1878.5027704050287,3058.0,1.0,76.5
1880.2008764377795,2360.0,0.0,79.44
1881.3249676037474,3121.0,1.0,79.3
1885.5313909641811,2688.0,1.0,81.13
1900.5678644729442,2589.0,0.0,80.75
1910.0423911921043,2755.0,1.0,82.93
1911.2977027534848,2689.0,0.0,83.37
1911.3949736305003,2427.0,0.0,80.89
1923.997972078689,2608.0,0.0,82.9
1924.4494730169774,2371.0,0.0,77.32
1927.399147105814,2495.0,0.0,85.55
1927.6240523383071,2491.0,0.0,83.24
1932.3460898849887,2619.0,0.0,80.87
1944.6630771908847,2304.0,0.0,78.3
1946.9187960511576,2557.0,0.0,79.32
1949.594939782939,2492.0,0.0,80.43
1953.0377312607156,2275.0,1.0,79.79
1958.8470458849758,2554.0,0.0,74.14
1974.8059610487483,2719.0,1.0,80.91
1987.4325378915116,2403.0,0.0,78.56
1992.9284920713708,2282.0,0.0,80.14
1996.7342909830181,2754.0,1.0,81.95
2005.702735464886,2800.0,0.0,82.06
2006.5599215695538,2932.0,0.0,79.48
2017.1483680771105,2724.0,0.0,79.27
2033.6309059178427,2393.0,0.0,81.41
2038.8946984697513,2475.0,1.0,78.38
2050.715456337081,2588.0,1.0,78.93
2083.450878472614,3022.0,0.0,80.26
2101.8992899273035,2572.0,1.0,80.16
2104.1588870410474,2602.0,0.0,81.85
2132.264590443448,3078.0,0.0,81.04
2152.7637394494104,2883.0,0.0,80.23
2207.2447810681524,2903.0,0.0,79.85
2285.885891956277,2856.0,0.0,79.39
2368.0379213474275,2929.0,0.0,79.94
2383.416990486787,2662.0,0.0,80.05
