firm,firmsize,treated,shrimp1,shrimp2,shrimp3,shrimp4,shrimp5,shrimp6,shrimp7,shrimp8,shrimp9,shrimp10,shrimp11,shrimp12,shrimp13,shrimp14,shrimp15,shrimp16,shrimp17,shrimp18,shrimp19,shrimp20,shrimp21,shrimp22,shrimp23,shrimp24,salmon1,salmon2,salmon3,salmon4,salmon5,salmon6,salmon7,salmon8,salmon9,salmon10,salmon11,salmon12,salmon13,salmon14,salmon15,salmon16,salmon17,salmon18,salmon19,salmon20,salmon21,salmon22,salmon23,salmon24,bycatch1,bycatch2,bycatch3,bycatch4,bycatch5,bycatch6,bycatch7,bycatch8,bycatch9,bycatch10,bycatch11,bycatch12,bycatch13,bycatch14,bycatch15,bycatch16,bycatch17,bycatch18,bycatch19,bycatch20,bycatch21,bycatch22,bycatch23,bycatch24
23.0,11.0,1.0,92636.23539862722,95592.23370384071,97584.27243002379,91079.70725683906,95619.20760033753,97150.53473372184,92656.52091898148,91665.31735198075,91835.55569548368,99318.46070542127,92989.46498326177,100444.72251675682,96070.1002815777,96206.54661391859,100087.311276695,96069.93414753236,96802.51435463426,97067.53817730109,97202.48404901291,100360.07919582442,98009.63466334241,101219.97162464302,102096.74407827585,98189.90283609141,165413.08359423277,165576.99102856187,165738.46441084013,166038.72970462035,165700.2466952875,165853.2837996712,165938.35969277474,165938.96078192693,165781.04615083986,166716.838647461,166309.58181224554,166142.21256731925,166451.19048399047,166342.92061237036,166366.02575245727,166221.33140988144,166341.34483910556,166517.84257841698,167101.1954127285,166801.66645678476,166866.17935931226,166986.56620317893,167236.38136431773,167365.98889886183,175432.64726622283,178472.5273615832,180556.78605804552,174215.1691145989,178574.72691764336,180183.43750414718,175735.8007943942,174711.74941867738,174826.2729617346,182770.61305154447,176243.20582176384,183626.11073562055,179377.44262240257,179486.0235418746,183383.50135687966,179292.5270259176,180060.08464853853,180422.10533746541,180835.13218010688,183849.65880271528,181538.6176333917,184828.01075298447,185828.98158507448,181981.62707639407
24.0,15.0,0.0,98991.23786979525,94441.56555033017,98138.69653712673,92609.04817179868,97226.57816474109,95203.96907311212,90200.09279395701,91931.63066576308,95968.33707850556,95191.73429251813,99944.18359068166,98985.98327829994,95280.73835758209,98756.55918407634,99822.81169546614,104293.0663021967,99879.966806975,101120.70821304778,101011.68784535964,97417.33095983599,100131.7880797617,99261.15011745648,100426.13948417855,99153.31138751486,232915.5888843262,233180.16538479328,233942.79218514825,233571.30646238764,234075.43706913627,234851.889851745,235044.8480561465,233763.2316096733,234300.10788639417,234400.21017644161,234617.75834870234,235026.1904919363,235805.86075048603,234791.70025938304,235170.32636380993,235337.91321203407,236219.1928012958,235394.6962677242,235633.9038845937,236064.21637875203,236841.69541292186,236408.34859299962,236724.79144247805,236857.08266713342,215548.54388767082,211137.952083472,215220.27202895077,209514.21335729916,214345.06729623993,212736.68797106488,207822.3164568998,208893.13091420746,213217.27210487906,212483.56523693327,217356.10059619328,216600.05902506041,213276.9458095004,216269.32854761547,217500.8252916808,222061.7166406222,218090.43387551027,218906.94427848115,218909.40354798143,215551.7172697989,218641.1191264159,217566.8754906015,218892.89650474215,217689.65527453963
25.0,16.0,0.0,88739.55767132269,83578.84899049495,81703.07811309678,84990.62326244437,84605.397433512,86543.65266862098,80832.71046364502,87148.30938097082,85141.45542504932,85861.73613050718,82097.42152595182,91370.69918764838,88601.38713943011,80126.91305943717,85964.2590975257,93294.42792591886,91020.06703242377,88791.27189119789,84992.08467521501,91859.41715715926,91449.6553169297,86624.92445573688,87919.29261904256,98978.77880089347,245721.32832854893,247018.22899567412,246834.16546587777,247324.38552924793,246951.3945775791,246752.47934673357,247537.06444334524,247425.62769910923,248547.50324338424,247035.14721412555,248741.48578459173,247999.63268421893,249251.6268703907,248467.6177520564,248128.71236631196,248447.28102918615,248581.31513524626,248592.83925769728,249494.8761408483,249210.47803150964,248853.20466911123,250171.63833312131,250144.3792846683,249185.2497345806,211729.23620830444,207227.04338628074,205255.49354694862,208791.20003882406,208216.9102391264,210048.50142382775,204745.86723146428,210993.98307111772,209541.99676820656,209514.96481657433,206600.91951626795,215492.88360745285,213366.86284647725,204500.92105612313,210149.99952905372,217645.98533767153,215429.9101983474,213235.75304908253,209863.21062676224,216600.35894037978,216018.02787389376,211823.1299031748,213124.54572180804,223716.10662006098
26.0,6.0,0.0,43842.471093062166,43172.924211669284,43612.74835341989,44167.49544546768,41978.58893784102,44265.511864845255,41947.21777122496,43035.310151143756,44061.69180530164,41904.332432692645,42801.808729223856,41773.41343732389,43961.80219043138,45757.60094018111,47419.310625989376,42467.24173702985,45444.33864593224,45626.546767333006,45234.53025805033,43895.76160643102,47466.12828048115,46108.37981524236,47645.75293035593,46335.34292394114,91314.25407193108,91303.20493441384,91334.85987657032,91293.82941607609,91495.10041562388,92012.86088184855,91678.24874255179,92011.80860515169,91761.41867240309,92023.15112271113,91981.58812611514,92213.531018116,92147.14996043203,92235.89634462098,92136.15410527667,92385.1000373094,92257.70403225426,92436.1079503317,92562.47726837246,92730.74917354478,92912.20929926398,92783.2947010681,92738.85245103126,92974.79761199602,89631.44946007666,88957.73409821485,89400.12858825334,89948.21201608352,87849.97264986656,90403.78576077269,87947.93859217883,89168.3012481684,90066.72515813017,88066.26065571976,88933.83169499166,88011.6003129643,90172.32763986166,91997.04851000967,93609.73779190127,88782.70772723087,91703.35723211372,91977.18252914357,91652.08619113354,90391.98514188641,94054.52102104577,92616.98079036652,94159.3687133207,92943.49018809106
27.0,15.0,1.0,131770.64794965897,130681.00899914755,130463.0343921542,128691.36249782756,123799.87982392253,137179.94183005017,128965.32178209843,131375.94743527228,130821.47700068197,130415.54368657357,129970.87904000591,128623.05677781257,124539.0225662036,129241.33776608837,119570.42919950216,136203.80872882207,127198.97231998523,125412.09608842326,129312.2365376638,129900.2382702442,126213.64630121441,124448.75428986811,130258.66173509147,132441.8366562826,227654.62209949762,228217.01516892426,228195.98577433068,229132.247933316,227730.17157634802,229199.7256605661,228895.53237282226,228702.79706538955,228793.68272282908,230024.3169360394,229463.86722900957,229280.16520979584,231086.55663675754,229843.0487073736,230569.48343429767,229616.05178666007,230328.1736879614,230724.0470846011,230671.15654509474,230899.4849678413,231294.29679588682,231190.01803992825,231667.31841546894,231233.8503721889,245648.25519910996,244843.97329691294,244613.6308431417,243328.89817586265,237727.59998489812,251853.03832606418,243499.97222635057,245778.0743187837,245298.3445271288,245496.34837178275,244775.39638790555,243329.39134649074,192133.88485649988,195406.85277969652,187955.54570519525,200880.2522776884,193959.6620934959,192676.62067108546,195790.885671589,196346.04378960017,193555.53191629009,192109.63198834576,196939.20037284715,198511.31721193073
28.0,8.0,1.0,58643.438024565075,58062.273531943094,60157.112832452796,57314.805490099534,56593.920839947794,61023.63540630527,58071.86174007501,57522.07567227439,59734.8884513756,58558.61774450259,59743.19533071347,60020.1283413521,54391.31449066603,58074.35987541422,57432.01150412408,55642.04057643983,55877.906431940566,57591.45828061415,55659.365233453376,57887.36578176998,58827.4918788546,57679.23497537631,58984.72964344126,57853.451806903046,119077.40204009275,119586.34505824238,119253.5111581993,119428.53417402171,119293.21622455673,119590.41698944586,119704.31843552487,119964.2057031012,120116.9767835294,120049.56134265316,120288.00959979382,120074.34234426146,120317.09121785348,120572.51681187708,120060.7920019468,120951.5836414932,121060.42098287045,120839.88080004182,120918.1946033393,120893.5276228578,120974.55416627433,121977.19223206313,121795.96314313894,121414.61834650605,118198.66022758145,117896.01242849375,119817.06116934851,117050.34690170523,116282.81742044362,120854.96160087056,117963.58451004646,117530.84058077128,119825.681016359,118633.67140270847,119938.80951168764,120074.4775169985,91669.7791270156,94733.72969171734,94005.71970076743,92939.00333194651,93171.7069446663,94457.33787381118,92937.21619087028,94690.23470191982,95489.57176780826,94960.43323353399,95931.46273600409,94882.7698636301
29.0,14.0,0.0,92973.84787715599,98363.78470369069,94670.05207843737,99836.84666211971,94701.77620328894,98070.9635097559,92272.89528996583,98069.78133089036,92361.1731416191,102512.04783855048,100651.1326213679,98587.62831105725,100285.24043696055,107900.1465201611,106027.88375825874,94900.73074407331,101094.57943777664,102214.5162113688,99589.93540347436,97125.26284999645,97493.83656920132,97484.25738817168,103670.12715214072,105651.9414603094,213411.09125077497,213714.67919210088,213867.29242951956,213213.87660046833,215166.58144073843,214339.19816394433,214282.4623547529,215131.49840874388,215188.7738511357,214738.22709068868,215066.10030421414,214629.26685868282,215388.24119555968,214974.5982070456,215707.93292249335,215813.44490255092,215835.6234617512,216108.18202953596,216095.83477678712,216877.5959859218,216178.67087597089,217404.1723026542,217219.92756694768,216495.13204540126,199775.3280440261,205335.65928914424,201710.24396926753,206560.67955456077,202403.11949997954,205355.82721083483,199515.21797337846,205732.08019302288,200057.99613343028,209987.04441539402,208302.93062675037,206000.02830315047,208098.43402832848,215487.34831491974,214000.2100155662,202940.25411593888,209148.1674953437,210384.0867590418,207762.36621386613,205673.6908079373,205680.51907046663,206305.37154220798,212402.2402523479,214004.86520902129
30.0,5.0,1.0,41488.73213172413,43504.2554852319,44624.6152925133,44327.543450658886,43016.3265710498,42745.975933393755,43010.505601240926,43849.31237529413,41336.80575888824,43473.645967285775,43238.50006652827,43847.51363936459,42595.61442988568,41634.282767135424,45004.063048792115,42252.27578721654,43831.95978086884,43674.06286467409,41001.308273211485,42889.43856046957,42101.31835741214,42439.72545827522,44486.68576351802,44161.775229181825,72774.25782868899,72971.98863600074,72933.48593215298,72867.53831357366,73224.98396228375,72891.65515357912,73181.07637938684,73243.99836067058,73313.48503552836,73424.14500373507,73328.40474335583,73278.23228005912,73414.35430724986,73606.87119313948,73757.66454220375,73892.11182991495,73955.12955846489,73656.83004016403,73718.29336751263,73832.20245144323,73828.44626163364,74232.75666188523,74157.99181415974,74023.69545522005,77862.06288330127,80012.79573791075,81083.6995172904,80772.14893313414,79617.11036403362,79173.88990190832,79587.38772637078,80502.92628868959,77981.47584361551,80165.43613035064,79902.22453063208,80495.34810690039,63459.7728266824,62757.66750249584,65501.3874123363,63353.33819849564,64642.1526157549,64384.30260846888,62277.31886467629,63831.25065612749,63189.5111117961,63643.053288471434,65247.76865574595,64935.17669348174
31.0,12.0,1.0,83625.61911092144,78868.97576525387,82930.70877463142,87096.94246249938,84115.20558974764,78552.90920662558,82734.21470477703,85484.60046529173,83310.10887491718,82115.44985996587,83698.26981633517,83984.65804749486,80735.02036865226,80474.01204808794,74659.46463744885,75553.5572305185,81255.97883455157,79289.13529310162,84822.58217969388,82692.54738422444,81345.83237212735,81736.59040089168,79344.2663345061,80718.12872283507,180833.86631733974,181068.84848144744,181537.421750907,181759.89583294772,181597.75538523405,181869.734809673,181545.38262477893,182032.03935971874,181973.47916523408,182825.8048084894,183187.63654980125,183340.33194669953,182855.50097826764,183229.80971846537,183233.89523724696,183633.94295668934,183454.53869666185,182867.56201684903,183808.06087483102,185067.17612874365,184307.07226449656,184236.15467642844,184951.880326177,184985.5803784421,174192.23768530952,169561.74540283627,173861.06742399532,178131.99536068304,175046.67263682777,169645.334907216,173653.7406673302,176654.37462587617,174435.15980101435,173681.12352904154,175440.724837737,175836.71919671659,137871.5881574311,137825.58870811661,133172.63452963554,134042.41160071423,138551.04603734327,136721.81384974314,141522.41534824335,140345.71096769534,138953.71829215437,139235.05368658478,137618.86065571397,138694.47564353494
32.0,7.0,1.0,50148.31498342172,52770.082597959496,51488.47288392234,52987.45168177462,46677.33047045988,51101.228224858445,50703.48317029721,48116.350252876975,51298.83913990298,51672.547739504116,50184.71262598237,50490.426405863655,51635.086451924835,54257.05691544831,49496.489214318324,50081.72051435296,50960.3560745526,54762.43733419748,53682.25751816661,53249.46857206857,52531.50590155038,53106.09328236832,52342.74658524788,52759.29957795566,105964.878160219,105746.50658255706,105739.22062146048,106224.97404428128,106660.03767296573,106262.74033736771,106844.66071801085,106596.45608093646,106789.53788169315,106597.9880593728,107033.19661426096,107168.66257185646,106944.52608982015,107100.47012750336,107198.10951106179,107133.38808612023,107344.85332747544,107432.4356954007,107442.3229848731,107660.5179688587,107697.40418224905,108140.4749847833,108043.94833986103,107913.5866464835,103263.0301185116,105778.84187720704,104499.16429206792,106242.42368778482,100149.150019494,104367.02607028335,104275.64005097825,101554.27883135086,104828.26383132227,105117.38459105398,103849.8833941379,104197.97023840783,105253.88073937921,107962.53989232791,103245.6715287561,103788.53747403118,104769.9981999165,108611.70314510034,107523.88193330957,107207.63305342493,106521.29502981108,107330.76309457015,106517.09578923328,106849.6422241481
33.0,13.0,0.0,85914.49543107313,82968.50471953473,87316.12930338216,82925.9691232368,84477.40099197884,85912.48237787149,79197.94310444548,83653.05084054139,84919.44561134018,84447.65634424971,86085.42537115437,83875.79196915468,87255.11597202266,86826.23769435822,84032.03076448188,86123.65557560208,84102.3840685535,87378.33293551362,86644.4117303857,86822.28107424123,86847.13102705029,81800.66424213916,85672.62341158975,87040.0719211485,193489.47045752677,193975.8327752357,194616.01779687442,194395.76253336368,194478.7842783597,194830.6792180104,195080.75268830152,196084.15543114083,195490.75843622623,195376.37270188806,196163.38721510817,195655.00626081362,196705.16695192846,196532.83175246333,196480.69785490804,196418.3996921388,196416.19363799834,197073.5895466766,197280.74059188602,197500.35824674123,196800.38120239516,198151.65527047595,197171.21143465384,198240.50003433085,182715.42364315302,179993.41080894947,184656.06580386753,180178.6224976373,181745.9903484138,183366.2469232669,176788.73701707993,181737.48169852246,182708.16049055135,182182.62058185018,184212.94602058793,181735.34225067336,185647.0895800683,185130.00067800735,182322.08946958574,184383.71565786557,182353.40087843346,185965.99535515058,185324.2238922803,185611.8712966843,185282.6958804385,180905.5653886899,184306.88612150177,186205.49032198548
34.0,7.0,1.0,45979.75617438867,47806.58447383549,45697.00304720288,46161.28575300164,46730.02221298697,47542.54415701253,47193.171555925364,43844.43073729552,46332.347639541025,46395.876118755376,45813.649210788804,45823.436962100495,50002.445393793765,47092.91681070971,48593.56637414516,48812.582531475455,51099.92974473055,47853.83114540534,46948.43032013619,47110.49745228338,49781.174617221266,48199.36526781184,47849.12584191512,50333.106307922964,103882.26914802418,104447.77231742961,104557.94635345436,104704.03012123982,104740.76672665632,104668.36620805807,104804.85773922753,104391.46605589717,105176.0752939693,104830.77589860604,105378.96370399652,105004.16223638254,105044.6625630702,105551.49872439145,105168.8301754777,105445.85012443294,105496.88444621784,105528.89916079184,105391.41021241226,105468.00516540033,105470.8152352542,105813.90488563613,105742.17436424716,105945.1191788141,97961.13581194823,100077.2255808698,98024.99054187289,98566.27024112934,99153.1442723755,99945.21639297731,99656.54347714594,96100.70014692408,98971.33100689264,98858.40067402474,98566.26378270176,98361.97763059288,102595.34603541021,99931.0800536217,101221.17428955523,101595.56714342629,103907.80721681795,100673.96959840086,99715.62529863608,99907.44580132053,102578.65728602109,101154.25116821706,100772.74442232035,103361.58315109006
35.0,7.0,0.0,65063.9018795584,63482.68575122933,64709.92461747438,64976.18862444197,63634.145562894846,67660.31562720833,65402.577014525756,63966.711062164315,66290.83478229474,66872.28670119576,64288.831819756924,64694.518405014824,66148.51162304137,63925.90655761553,66401.40229783005,68620.88248767857,66622.18780662667,66068.39169953855,69332.88859415326,65728.34189213692,66196.18732961162,66929.8500262335,68789.31458845355,66198.1256742032,109813.34744542316,109274.66799366563,109784.58755141323,109675.09109989692,109677.81779652572,109825.5904639209,109784.52893756515,110077.82939942079,110142.25133942997,110070.38172905294,110318.04865720416,110269.94745789321,110775.28386087877,110580.03624826575,110214.482318119,110569.19130037453,110672.19452429646,110800.84593970906,111052.66645554846,111026.40580566594,111425.7746586505,111169.53010330677,111336.97436349052,111299.67374854714,120064.52087041987,118189.40253677437,119683.0687336857,119884.9918133999,118564.18200965566,122658.75665104215,120340.18671359813,119084.33979804201,121455.92961816902,121990.39646101008,119536.48414545484,119907.47663882215,121621.9155954567,119304.85994766727,121587.98969870775,123991.4509783056,122035.20055934931,121553.41670663482,124936.10674414923,121324.3968295362,121986.29892113546,122599.780720712,124538.03537891082,121928.79946010803
36.0,4.0,0.0,28577.856470069775,25497.907043758587,28058.239155846695,27570.572572702968,25146.707276747686,28155.407689829746,25529.891477741498,27901.680538477907,27589.221889095472,27736.117021838887,27575.488458236923,26615.066982465934,28513.802216735887,28756.888441300955,29086.785432980592,29121.848567464145,28182.62373803218,28377.443743610227,28215.049109330725,27837.148158800253,27902.77159034698,28645.707210324013,29102.81040271085,27102.097014551477,59638.42327661778,59682.39003512307,59702.126115934836,59870.60657666825,59897.47521784908,60130.170761109395,59861.53820881353,60034.07927590753,60108.80037101134,59971.30839459764,60055.49049685345,60185.9757347264,60291.58425590676,60288.56497820076,60212.26160269895,60550.30496307593,60331.17374036075,60443.60034671455,60556.55479754148,60488.34217255233,60805.8607304328,60636.41269654789,60795.79821383458,60851.41594515203,58448.84435652194,55361.3261558433,57942.38951218673,57541.312187585485,55123.89337596752,58242.473050530876,55499.70085066374,57924.28537993201,57669.02592548043,57759.64766332756,57648.696947116354,56743.270470481504,58685.78287811275,58920.88270137447,59232.69617401039,59413.3160966998,58368.08053283946,58634.40600636266,58499.74403286291,58105.276723605304,58319.07129477314,58997.95619388311,59533.61589360658,57575.80648454579
37.0,10.0,1.0,81436.11236422391,83304.46269845583,85569.35829583908,84307.10241933746,79364.9687512056,76759.46362097024,80495.54494307055,80427.67371915562,82855.29207913305,81758.74742243817,81144.96452689124,81589.03093106132,80264.41342118205,79016.77020689989,82559.05836971059,82381.46246426486,82890.00314969778,77308.07398582023,79918.12817903142,80194.9614990597,81822.1081685861,86482.19878793381,86629.07158026697,82870.28012499282,152578.85245560118,151788.10703107718,152944.49768273634,153027.9138615797,152673.99671654837,153188.71377859745,153680.57502677393,153291.29044369675,152967.18708471677,153374.75082436617,153077.63760591333,153304.03189670763,153643.43797111258,153290.13024977376,154268.9855336779,153867.69410988825,153821.0532438122,153654.93110352347,153372.52379948116,153459.29589944056,154144.8538020062,154221.64365805892,154068.19221164126,153699.00531333082,157796.2047308418,159261.16571250485,162100.5536500662,160905.52736626187,155768.85783734985,153453.7185390678,157410.94595681244,157136.60338100695,159401.63290820186,158510.82181347354,157770.45975202805,158322.937265299,125751.89774182312,124620.97864945311,127845.86234391487,127527.05785772872,127924.89656515227,123394.91680263581,125356.87580844575,125610.08105824846,127208.01509524349,130963.9451118902,131006.36178622101,127861.48983996433
38.0,12.0,1.0,80410.3036453573,83493.2923796837,80281.94089515231,86307.75913034155,84082.62723035575,82515.44455053522,86521.0896523917,86926.90160591676,82911.86491882344,84341.42833952606,84632.81570299085,85749.9994127351,81225.5581122291,83279.33254554651,85928.88921246225,83031.93708805992,80754.88666851063,84225.61935752908,84275.08394833737,84638.55550131344,82116.37877050546,82774.3732873078,86633.87586133496,84756.28704350886,178746.6618433588,179306.12770104787,179129.7411316348,178819.97455731622,179004.3293524702,180160.05804654016,179547.748631632,179652.5406107854,179744.12765375746,180564.04106824606,180319.32125364357,180170.26182920448,180528.94365185496,180778.85642735971,181019.60446207292,181097.56496040162,180353.3391892727,181124.30289453096,181232.90282115023,180613.0540564589,181734.01003411305,181492.49291131258,182226.64770019718,181683.92796119975,169932.10951249138,173283.4099452173,169995.21155435353,175865.67259692782,173736.32432702355,172717.26827700651,176438.68075664662,176886.77491671668,172909.720216074,174752.08959459802,174937.93075179402,175986.5966704563,137322.2695867135,139086.14917480215,141283.13646255198,139011.44487730428,136868.85434174942,139986.4965765647,140040.8986106008,140100.5041157266,138530.07811172714,138957.07033748532,142353.9237371967,140614.98748888672
39.0,2.0,0.0,20158.331878863322,19444.373495218624,19541.38382027442,20542.04518469784,20518.627931860017,19866.51391900168,19931.159997449708,19259.730311841096,20119.933856658572,19895.085833472338,19343.42304582512,20423.037153853795,20479.252384579562,20796.10640462557,20914.316172150993,20251.02076717009,20786.819267571704,20362.834695923917,20562.710156830068,20476.1006770808,21073.921418217713,20052.52894419713,20052.614659752522,20071.28655808244,31137.66922762611,31013.808802969183,31082.61107840704,31151.23807019906,31128.96116981138,31071.142089432655,31261.904853877877,31119.024149255103,31204.802994713493,31250.108189392835,31180.23402349247,31223.546889516954,31298.76113126635,31401.517776840577,31412.112863400987,31353.7263525203,31316.924113820845,31300.59946393755,31470.046403888824,31406.88688386049,31438.755197017057,31420.62397311995,31577.448425526294,31498.97992408088,35784.35618666519,35015.961112091296,35155.48387369491,36206.55879214053,36150.718376407545,35465.891934995794,35630.43190165072,34897.39328243152,35786.37522361174,35603.421167974855,35009.22683335773,36097.20378531019,36205.462092138,36577.63203136478,36702.54610752643,36011.194444302906,36519.66222205208,36092.28141820607,36363.05713066158,36243.99767561881,36881.425430005926,35850.48523240407,35901.39745766661,35895.049409221036
40.0,13.0,0.0,60816.406007141275,61807.9439726739,66240.09261326042,62565.7320313543,63911.111488498966,61682.92246853644,62818.05386156666,58191.9884315898,67606.01603958292,63527.20486545578,60423.17939343309,62496.2074299735,59581.769607787974,65255.52020400505,69212.84189681313,71597.0749619981,68222.57021651104,65505.00712369489,65888.76651432729,69574.7586693145,62841.646403174826,72022.48416977655,66160.39621483206,65775.34676262818,199584.3077221079,199096.04831368252,199552.07424990233,198947.3026240941,199430.65452366046,200198.15521735518,200644.86451737556,201219.28681364033,200511.35650676466,200711.88568568195,201085.96919794127,200784.4636526296,201668.09830718706,201729.99930681803,200682.3390625832,202140.5033597585,201025.00791739082,201626.21691962652,201671.06064285806,202168.7712120188,201766.3480343514,202100.42296420288,202897.20017333658,202414.4283873956,160760.73037977715,161512.0330214955,166156.85336020094,162201.87628382005,163761.7356463909,161932.57502312667,163296.39257189617,158971.57394260462,168010.80074337646,164053.8340393915,161102.23926003926,163050.69357489643,160561.03456376988,166267.46966984525,169715.3762067836,172808.36628316305,168884.69821538415,166467.77479840454,166879.96268331938,170803.3282509848,163880.84628068854,173228.17633195617,167763.25308472107,167153.65186532564
41.0,11.0,1.0,62256.755424867915,64908.33041166854,63675.40582419213,68510.62979491704,65114.31508843944,66823.20039480978,67235.17921088202,68335.34715913692,63234.06662180726,67895.42418228945,64426.83529289184,68141.68798589698,65219.63023691103,64598.54175365487,63470.75143438028,68740.42759847523,70749.54175514351,59271.69596275733,66134.18771518645,66543.08769090875,63357.45130861182,68541.8989506335,69577.63032972584,64195.85479276511,166763.6600317719,166693.06383691978,167103.4077739623,167446.83330584216,167360.700902078,167444.6923046728,167568.89569474742,167772.99891629416,167368.44258771944,167638.8834796511,167387.9995491706,167633.079786841,167751.9886289771,167114.43354381694,167724.41189453367,167672.1157703964,168624.20328842066,167746.61612809944,167709.30967470905,167899.05555611922,168146.27702934772,168504.07761877315,168293.1747037945,168060.11379023557,145747.21665946962,148359.2529182332,147336.10517312447,152330.75220010927,148895.76008136067,150677.38644325858,151122.49590332466,152345.22884324956,147025.9156416383,151811.8401332584,148226.98195946525,152052.71427770125,119370.12349907876,118616.88362049298,117964.4000691334,122182.98126648614,124164.60532302594,114619.68140189705,120100.34155741657,120500.62328355778,118053.39792594165,122344.37816892753,123098.25348507531,118702.28512896354
42.0,9.0,0.0,72302.17996912565,72516.24693932149,69742.84317383482,68959.55261529765,75685.33117207799,73626.62979942163,69980.67721925919,75461.72908965836,72494.87538398633,72285.5451914321,74792.52533412835,70136.02667563611,71116.40869344155,71060.36183038216,73279.40138646092,75333.49141200384,74644.69230372868,72667.83271809286,73125.42910980755,75075.40761163805,69454.6246295448,75774.90301551776,73747.95585583268,74080.40086627062,133159.68257577997,132844.6222301059,133314.6400763321,133594.7683873891,133394.19068639478,133884.7640583399,132759.16512746565,134018.59350939386,133532.01236934404,133725.69941537283,134147.9933419736,134019.0339633575,134090.38151843188,134575.847877199,134291.95630220475,134803.51169141644,134492.24983412938,134682.0543513259,134450.00915503406,134633.2915605572,134409.44234650367,134891.0317324257,134962.08677760826,134997.98318566702,138891.1328440471,138944.73821735554,136392.22543643822,135764.9277165149,142393.4349428717,140558.81899969414,136368.78075826718,142459.9775465219,139268.86475312526,139132.34946031045,141872.0559023072,137145.2807603858,138154.9885820567,138353.57099426552,140432.44545842247,142740.2467493369,141886.52116715867,140020.83963598625,140350.30853263676,142370.91197780188,136660.30257446144,143209.3148191661,141232.8595665036,141575.26261359153
43.0,11.0,1.0,67608.16078844467,67992.23842868181,70510.32132724187,66370.85512134204,68951.1342929011,67445.01095795585,68438.72020342042,64117.342443426925,69080.53023024155,67708.97866338953,65200.46655461024,68987.46681567932,65454.32711856207,69872.68922580028,70810.73097396371,70523.85397836057,73832.26868532652,67737.35932989532,72885.15718934611,66774.83428460812,70280.60642213716,71533.42896893072,70059.16412594222,71893.13527013494,171234.048582035,170393.2992452012,170624.05684492394,170744.00342184017,171260.84936512852,171132.2033819409,170891.44671693983,171287.9834163588,171798.0289653533,171020.13977475575,172077.05955689983,171261.74822905034,170869.6093901146,171487.96598454544,171884.8637053039,171693.7109979786,172295.46560836074,171839.80832140098,171861.51190075767,172027.55778895933,172173.48700901808,172543.42758267038,172363.65931389533,172338.4215402471,153245.79916873507,153222.87065292808,155844.13506419558,151748.46487293148,154602.67967618667,153036.45024395693,153924.6505974441,149776.59631210868,155015.59041094774,153245.28869283892,151265.65395271435,154647.89920376835,150918.94796945126,155643.92523680016,156752.59116452708,156400.45775537775,160011.345462924,153665.78348278877,158833.05633850122,152823.09968282838,156383.51875729693,157832.51312388212,156255.6620771265,158103.05212704305
44.0,1.0,0.0,6729.896970791004,6715.585187842902,6441.882037323915,6347.774722682633,6461.043322101305,6347.1748489121455,6670.166247662348,6807.380252240463,6760.575529229475,6857.022214511292,7015.2486258891195,6801.720253119086,6717.1949146763545,6848.705150716378,6865.098101122291,6749.811970819226,7065.161695372839,6713.442626460693,6767.815364997872,6728.134815156607,6901.877419117124,6925.662416162912,7210.768564392936,6922.697743419775,14741.287893996949,14718.748105937977,14742.117499063655,14738.80750603398,14793.973212027595,14735.693876638645,14781.37413030841,14772.937301667358,14794.170576161552,14833.797246932296,14812.456969787274,14756.809988297302,14787.6305833668,14824.902949110397,14835.363877441234,14800.834166370954,14857.642939407935,14831.030445912756,14863.470826170847,14896.484353513304,14859.34104275894,14894.109228226273,14871.138840069007,14896.880458380654,14295.642614217059,14282.220127197623,14007.055051391502,13910.104838067755,14059.987805167555,13913.652461108575,14258.476868004844,14371.802371466621,14334.060537285752,14484.858634977409,14607.975850472298,14388.933799824135,14316.906739925422,14452.017122372488,14470.923532756178,14341.800657239855,14681.891396797315,14319.631359763702,14403.668656956686,14375.371371590027,14532.999887340255,14564.8205662744,14845.560733551169,14559.06395874951
45.0,20.0,0.0,188142.21706697374,184811.83964179404,191414.23986371903,196726.43882554065,187122.28541448998,178315.9261617214,182455.4040645725,180439.06147666002,181782.12088932903,182531.68322354346,183000.02227614657,192572.205796977,190275.30571700612,188972.77372884564,187743.08644892732,186280.54584166937,183845.21964426545,186956.1620420434,191775.7083666036,194814.96103780088,196114.6618757598,195911.09486097604,194464.276821154,190924.7341023151,299681.37815904507,299431.1990963409,300462.5869722616,299863.786781514,300472.13243728416,300470.46422710497,300355.91786470526,301594.08598163986,302345.9150597769,300588.63586940605,301555.9879660679,301805.3553139656,302159.0126214924,301929.8683403624,301557.88849754265,302414.8448027156,302675.1148532566,302351.3891941389,303306.8635526056,303769.6761434875,303842.90624391905,303787.46905533184,304143.1337904209,303482.1481825468,337999.1559013231,334537.5387236027,341627.5433271352,346659.8747303078,337365.0315672829,328559.64628874,332614.19620914175,331246.10384788027,332979.73854112305,332814.8400445556,333786.3047127035,343479.3520176916,341364.1552913298,339943.4925237719,338539.8240442943,337489.42398317216,335184.5495834599,338133.97521289584,343428.87970819126,346711.71639811917,348022.71503113303,347805.30117813015,346550.65509191586,342671.48587668606
